job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size
Data Scientist,Mid-level,Full-time,Remote,2024,United States,120000,USD,120000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,210000,USD,210000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,160000,USD,160000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024,United States,116000,USD,116000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024,United States,90000,USD,90000,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2024,United States,247600,USD,247600,United States,Large
Research Scientist,Senior-level,Full-time,On-site,2024,United States,127300,USD,127300,United States,Large
Data Scientist,Senior-level,Full-time,Remote,2024,United States,190600,USD,190600,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2024,United States,94400,USD,94400,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,258100,USD,258100,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,151900,USD,151900,United States,Medium
Research Engineer,Mid-level,Full-time,On-site,2024,United States,720000,USD,720000,United States,Medium
Research Engineer,Mid-level,Full-time,On-site,2024,United States,100000,USD,100000,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2024,United States,171000,USD,171000,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2024,United States,93000,USD,93000,United States,Medium
Data Science Consultant,Senior-level,Full-time,On-site,2024,United States,104000,USD,104000,United States,Medium
Data Science Consultant,Senior-level,Full-time,On-site,2024,United States,80000,USD,80000,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2024,United States,158000,USD,158000,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2024,United States,106000,USD,106000,United States,Medium
Research Scientist,Mid-level,Full-time,On-site,2024,United States,720000,USD,720000,United States,Medium
Research Scientist,Mid-level,Full-time,On-site,2024,United States,100000,USD,100000,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2024,United States,140130,USD,140130,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2024,United States,84870,USD,84870,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2024,United States,220000,USD,220000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2024,United States,170000,USD,170000,United States,Medium
Business Intelligence Developer,Mid-level,Full-time,On-site,2024,United States,117750,USD,117750,United States,Medium
Business Intelligence Developer,Mid-level,Full-time,On-site,2024,United States,70650,USD,70650,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024,United States,233200,USD,233200,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024,United States,144200,USD,144200,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,247500,USD,247500,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,172200,USD,172200,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024,United States,138000,USD,138000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024,United States,86000,USD,86000,United States,Medium
Business Intelligence Developer,Mid-level,Full-time,On-site,2024,United States,92000,USD,92000,United States,Medium
Business Intelligence Developer,Mid-level,Full-time,On-site,2024,United States,80000,USD,80000,United States,Medium
BI Developer,Senior-level,Full-time,Remote,2024,United States,90000,USD,90000,United States,Medium
BI Developer,Senior-level,Full-time,Remote,2024,United States,70000,USD,70000,United States,Medium
Business Intelligence Analyst,Senior-level,Full-time,On-site,2024,United States,127000,USD,127000,United States,Medium
Business Intelligence Analyst,Senior-level,Full-time,On-site,2024,United States,72600,USD,72600,United States,Medium
Data Developer,Entry-level,Full-time,Remote,2024,United States,70000,USD,70000,United States,Medium
Data Developer,Entry-level,Full-time,Remote,2024,United States,50000,USD,50000,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2024,United States,71000,USD,71000,United States,Medium
AI Architect,Senior-level,Full-time,On-site,2024,United States,198650,USD,198650,United States,Medium
AI Architect,Senior-level,Full-time,On-site,2024,United States,137000,USD,137000,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2024,United States,160000,USD,160000,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2024,United States,100000,USD,100000,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2024,United States,92700,USD,92700,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2024,United States,64900,USD,64900,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2024,United States,73000,USD,73000,United States,Medium
Data Analyst,Mid-level,Full-time,Remote,2024,United States,81713,USD,81713,United States,Medium
Data Analyst,Mid-level,Full-time,Remote,2024,United States,48067,USD,48067,United States,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,2024,United States,179000,USD,179000,United States,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,2024,United States,112000,USD,112000,United States,Medium
Data Science,Senior-level,Full-time,On-site,2024,United States,111800,USD,111800,United States,Medium
Data Science,Senior-level,Full-time,On-site,2024,United States,68195,USD,68195,United States,Medium
Business Intelligence Analyst,Senior-level,Full-time,On-site,2024,United States,132000,USD,132000,United States,Medium
Business Intelligence Analyst,Senior-level,Full-time,On-site,2024,United States,82500,USD,82500,United States,Medium
Research Engineer,Mid-level,Full-time,On-site,2024,United States,140000,USD,140000,United States,Medium
Data Analyst,Mid-level,Full-time,Remote,2024,United States,85000,USD,85000,United States,Medium
Data Analyst,Mid-level,Full-time,Remote,2024,United States,61800,USD,61800,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2024,United States,129118,USD,129118,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2024,United States,86078,USD,86078,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2024,United States,97000,USD,97000,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2024,United States,62000,USD,62000,United States,Medium
Data Science Manager,Mid-level,Full-time,Remote,2024,United States,237000,USD,237000,United States,Medium
Data Science Manager,Mid-level,Full-time,Remote,2024,United States,201450,USD,201450,United States,Medium
Research Engineer,Senior-level,Full-time,On-site,2024,United States,97000,USD,97000,United States,Medium
Research Engineer,Senior-level,Full-time,On-site,2024,United States,62000,USD,62000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,253000,USD,253000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,187000,USD,187000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,250000,USD,250000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,150000,USD,150000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024,United States,184000,USD,184000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024,United States,123000,USD,123000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024,United States,245000,USD,245000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024,United States,180000,USD,180000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024,United States,184000,USD,184000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024,United States,123000,USD,123000,United States,Medium
AI Architect,Senior-level,Full-time,On-site,2024,United States,317000,USD,317000,United States,Medium
AI Architect,Senior-level,Full-time,On-site,2024,United States,266000,USD,266000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,229000,USD,229000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,221000,USD,221000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2024,United States,210000,USD,210000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2024,United States,162000,USD,162000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,198000,USD,198000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,162000,USD,162000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,300000,USD,300000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,180000,USD,180000,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2024,United States,68088,USD,68088,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2024,United States,54552,USD,54552,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024,United States,324000,USD,324000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024,United States,159000,USD,159000,United States,Medium
Data Analytics Manager,Mid-level,Full-time,On-site,2024,United States,99000,USD,99000,United States,Medium
Data Analytics Manager,Mid-level,Full-time,On-site,2024,United States,70000,USD,70000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,146000,USD,146000,United States,Medium
Data Engineer,Mid-level,Full-time,Remote,2024,United States,110000,USD,110000,United States,Medium
Data Engineer,Mid-level,Full-time,Remote,2024,United States,90000,USD,90000,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2024,United States,60000,USD,60000,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2024,United States,55000,USD,55000,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2024,United States,116013,USD,116013,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2024,United States,92810,USD,92810,United States,Medium
Research Analyst,Senior-level,Full-time,On-site,2024,United States,200000,USD,200000,United States,Medium
Research Analyst,Senior-level,Full-time,On-site,2024,United States,150000,USD,150000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024,United States,221000,USD,221000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024,United States,146100,USD,146100,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2024,United States,86500,USD,86500,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024,United States,159300,USD,159300,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2024,United States,96600,USD,96600,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024,United States,209300,USD,209300,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2024,United States,118300,USD,118300,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2024,United States,130000,USD,130000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2024,United States,140000,USD,140000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2024,United States,97200,USD,97200,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2024,United States,140000,USD,140000,United States,Medium
